id,salary_pay,salary_rate,salary_avg,salary_min,salary_max,salary_hourly,salary_yearly,salary_standardized,title,company_name,location,via,extensions,posted_at,schedule_type,work_from_home,date_time,description_tokens
10411,,,,,,,,,Data Analyst II,Stefanini,United States,via Jora,"['22 hours ago', 'Full-time', 'No degree mentioned']",22 hours ago,Full-time,,40:20.0,"['excel', 'power_bi']"
10412,,,,,,,,,Data Analyst II,Stefanini,United States,via Jora,"['22 hours ago', 'Full-time', 'No degree mentioned']",22 hours ago,Full-time,,00:18.8,"['excel', 'power_bi']"
10413,,,,,,,,,Senior Data Analyst,Elsevier,Anywhere,via LinkedIn,"['12 hours ago', 'Work from home', 'Full-time', 'No degree mentioned', 'Health insurance']",12 hours ago,Full-time,True,00:11.4,"['tableau', 'postgresql', 'snowflake', 'power_bi', 'sql', 'python']"
10414,,,,,,,,,Data Analyst II - Maternal and Child Health - Health,Sedgwick County,"Wichita, KS",via Recruit.net,"['4 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",4 hours ago,Full-time,,00:14.6,['excel']
10415,,,,,,,,,Senior Data Analytics Analyst - Full-time / Part-time,EDWARD JONES,"Koeltztown, MO",via Snagajob,"['16 hours ago', 'Full-time', 'Health insurance']",16 hours ago,Full-time,,00:08.0,"['tableau', 'sas', 'snowflake', 'sql', 'spss', 'r', 'python']"
10416,,,,,,,,,Senior Data Analyst,Cox,United States,via BeBee,"['13 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",13 hours ago,Full-time,,00:14.0,"['tableau', 'snowflake', 'html', 'sql']"
10417,,,,,,,,,Business Process Data Analyst (III or Sr),Williams Companies,"Tulsa, OK",via Oklahoma Jobs - Tarta.ai,"['23 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",23 hours ago,Full-time,,40:11.2,[]
10418,,,,,,,,,Data Analyst,Universal Technologies,United States,via Trabajo.org,"['15 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",15 hours ago,Full-time,,36:57.1,"['sql', 'python', 'power_bi']"
10419,,,,,,,,,Senior Data Analyst - Remote,Talentify.io,Anywhere,via LinkedIn,"['15 hours ago', 'Work from home', 'Full-time']",15 hours ago,Full-time,True,00:16.7,"['sas', 'sql']"
10420,30 to 59,an hour,44.5,30.0,59.0,44.5,,92560.0,Responsible and certified data analyst needed,Upwork,Anywhere,via Upwork,"['20 hours ago', '30 to 59 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",20 hours ago,Contractor,True,00:26.4,[]
10421,,,,,,,,,"Sr Data Analyst, Digital Marketing",Thermo Fisher Scientific,United States,via Recruit.net,"['4 hours ago', 'Full-time', 'Health insurance', 'Dental insurance']",4 hours ago,Full-time,,40:23.7,"['powerpoint', 'power_bi', 'excel', 'r']"
10422,,,,,,,,,Analyst II - REMOTE,"Health Services Advisory Group, Inc. (HSAG)",United States,via WANE Jobs,"['23 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",23 hours ago,Full-time,,00:13.2,"['tableau', 'sas', 'word', 'sql', 'excel']"
10423,,,,,,,,,SEM Data Analyst,Clearesult,United States,via BeBee,"['17 hours ago', 'Full-time', 'No degree mentioned', 'Health insurance', 'Dental insurance', 'Paid time off']",17 hours ago,Full-time,,00:17.0,"['sharepoint', 'excel', 'visual_basic']"
10424,,,,,,,,,Analyst II - REMOTE,"Health Services Advisory Group, Inc. (HSAG)","Kansas City, MO",via WJTV Jobs,"['23 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",23 hours ago,Full-time,,00:12.1,"['tableau', 'sas', 'word', 'sql', 'excel']"
10425,,,,,,,,,Data and Visualization Analyst,"LogiSolve, LLC",Anywhere,via Indeed,"['24 hours ago', 'Work from home']",24 hours ago,,True,00:37.2,"['power_bi', 'sql', 'tableau', 'power_bi']"
10426,77K to 90K,a year,83500.0,77000.0,90000.0,,83500.0,83500.0,Senior Data Analyst,Vox Media,Anywhere,via LinkedIn,"['11 hours ago', '77K to 90K a year', 'Work from home', 'Full-time', 'No degree mentioned']",11 hours ago,Full-time,True,00:13.7,"['looker', 'go', 'tableau', 'postgresql', 'sas', 'snowflake', 'matlab', 'bigquery', 'sql', 'excel', 'r', 'python']"
10427,,,,,,,,,Senior Data Analytics Analyst - Full-time / Part-time,EDWARD JONES,"Loose Creek, MO",via Snagajob,"['16 hours ago', 'Full-time', 'Health insurance']",16 hours ago,Full-time,,00:25.7,"['tableau', 'sas', 'snowflake', 'sql', 'spss', 'r', 'python']"
10428,,,,,,,,,Data Analyst,Tech Tammina,United States,via Trabajo.org,"['16 hours ago', 'Full-time', 'No degree mentioned']",16 hours ago,Full-time,,00:37.1,"['c', 'sql']"
10429,,,,,,,,,Ecommerce analyst,Textron,"Wichita, KS",via Kansas Jobs - Tarta.ai,"['4 hours ago', 'Full-time', 'Health insurance']",4 hours ago,Full-time,,00:18.0,"['dax', 'tableau', 'sas', 'powerpoint', 'sql', 'alteryx', 'power_bi', 'excel', 'c', 'r', 'python']"
10430,,,,,,,,,Data Analyst (Intern) Returnship,MTAB Technology Center  P Ltd,United States,via Jora,"['11 hours ago', 'Full-time']",11 hours ago,Full-time,,00:14.3,['excel']
10431,,,,,,,,,"Data Analyst - Products, Research and Operations",Mantel Technologies,Anywhere,via LinkedIn,"['10 hours ago', 'Work from home', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",10 hours ago,Full-time,True,00:31.4,"['excel', 'tableau']"
10432,,,,,,,,,Data Analyst 2 - Remote,Talentify.io,Anywhere,via LinkedIn,"['15 hours ago', 'Work from home', 'Full-time', 'Health insurance']",15 hours ago,Full-time,True,00:31.4,"['word', 'sql', 'mysql', 'power_bi', 'excel', 'python']"
10433,,,,,,,,,Pharmacy Data Analyst,Lockton Companies,"Kansas City, MO",via ZipRecruiter,"['21 hours ago', 'Full-time']",21 hours ago,Full-time,,00:11.0,"['excel', 'word', 'sql', 'powerpoint']"
10434,,,,,,,,,Senior Data Analytics Analyst - Full-time / Part-time,EDWARD JONES,"Harrisburg, MO",via Snagajob,"['16 hours ago', 'Full-time', 'Health insurance']",16 hours ago,Full-time,,00:27.6,"['tableau', 'sas', 'snowflake', 'sql', 'spss', 'r', 'python']"
10435,,,,,,,,,Marketing Data Analyst,Robert Half US,United States,via Jora,"['9 hours ago', 'No degree mentioned']",9 hours ago,,,00:19.8,"['go', 'sql', 'python']"
10436,,,,,,,,,GIS Data Analyst,GDH,"Lenexa, KS",via GDHinc Jobs,"['24 hours ago', 'Full-time']",24 hours ago,Full-time,,00:23.7,[]
10437,,,,,,,,,Senior Data Analyst,Elsevier,Anywhere,via LinkedIn,"['12 hours ago', 'Work from home', 'Full-time', 'No degree mentioned', 'Health insurance']",12 hours ago,Full-time,True,00:11.7,"['tableau', 'postgresql', 'snowflake', 'power_bi', 'sql', 'python']"
10438,10 to 35,an hour,22.5,10.0,35.0,22.5,,46800.0,Data analyst/Excel expert to help in analysing our data,Upwork,Anywhere,via Upwork,"['15 hours ago', '10 to 35 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",15 hours ago,Contractor,True,00:09.5,['excel']
10439,,,,,,,,,"(SENIOR) DATA ANALYST (M/F/D) Wien, Austria Commercial",Philip Morris International,United States,via ZipRecruiter,"['19 hours ago', 'Full-time']",19 hours ago,Full-time,,00:12.9,"['jira', 'sap', 'tableau', 'snowflake', 'power_bi', 'sql', 'power_bi', 'aws']"
10440,,,,,,,,,"Data Analyst - Products, Research and Operations",Mantel Technologies,Anywhere,via LinkedIn,"['10 hours ago', 'Work from home', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",10 hours ago,Full-time,True,00:22.0,"['excel', 'tableau']"
10441,,,,,,,,,Senior Data Analytics Analyst - Full-time / Part-time,EDWARD JONES,"California, MO",via Snagajob,"['16 hours ago', 'Full-time', 'Health insurance']",16 hours ago,Full-time,,00:25.2,"['tableau', 'sas', 'snowflake', 'sql', 'spss', 'r', 'python']"
10442,,,,,,,,,Senior Data Analyst,Cox,United States,via BeBee,"['13 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",13 hours ago,Full-time,,00:13.3,"['tableau', 'snowflake', 'html', 'sql']"
10443,,,,,,,,,Eloqua Marketing Analyst,"Adroitco, Inc",Anywhere,via LinkedIn,"['5 hours ago', 'Work from home', 'Contractor']",5 hours ago,Contractor,True,40:15.6,[]
10444,10 to 35,an hour,22.5,10.0,35.0,22.5,,46800.0,Data analyst/Excel expert to help in analysing our data,Upwork,Anywhere,via Upwork,"['15 hours ago', '10 to 35 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",15 hours ago,Contractor,True,00:09.7,['excel']
10445,,,,,,,,,SEM Data Analyst,Clearesult,United States,via BeBee,"['17 hours ago', 'Full-time', 'No degree mentioned', 'Health insurance', 'Dental insurance', 'Paid time off']",17 hours ago,Full-time,,17:11.8,"['sharepoint', 'excel', 'visual_basic']"
10446,,,,,,,,,Data Analyst,Universal Technologies,United States,via Trabajo.org,"['15 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",15 hours ago,Full-time,,00:15.7,"['sql', 'python', 'power_bi']"
10447,,,,,,,,,Lead Data Analyst,Lumen,United States,via BeBee,"['17 hours ago', 'Full-time', 'Health insurance']",17 hours ago,Full-time,,00:14.4,"['sharepoint', 'sql', 'power_bi', 'r', 'python']"
10448,,,,,,,,,Data and Visualization Analyst,"LogiSolve, LLC",Anywhere,via Indeed,"['24 hours ago', 'Work from home']",24 hours ago,,True,00:16.8,"['power_bi', 'sql', 'tableau', 'power_bi']"
10449,,,,,,,,,Senior Reporting Analyst,Compassus,Anywhere,via LinkedIn,"['22 hours ago', 'Work from home', 'Full-time']",22 hours ago,Full-time,True,00:12.9,"['tableau', 'ssrs', 'power_bi', 'excel']"
10450,,,,,,,,,Business Analytics Lead Analyst (Tableau),The Cigna Group,Anywhere,via LinkedIn,"['17 hours ago', 'Work from home', 'Full-time', 'No degree mentioned', 'Health insurance', 'Dental insurance', 'Paid time off']",17 hours ago,Full-time,True,00:12.9,"['tableau', 'sql']"
10451,,,,,,,,,Senior Data Analytics Analyst - Full-time / Part-time,EDWARD JONES,"Loose Creek, MO",via Snagajob,"['16 hours ago', 'Full-time', 'Health insurance']",16 hours ago,Full-time,,00:10.8,"['tableau', 'sas', 'snowflake', 'sql', 'spss', 'r', 'python']"
10452,,,,,,,,,Data Reporting Analyst,Delta Dental Ins.,Anywhere,via LinkedIn,"['23 hours ago', 'Work from home', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",23 hours ago,Full-time,True,00:20.9,"['spreadsheet', 'sql']"
10453,,,,,,,,,Data Analyst,Foresight ROI,United States,via Tarta.ai,"['4 hours ago', 'Full-time', 'Health insurance', 'Dental insurance']",4 hours ago,Full-time,,00:25.7,"['alteryx', 'excel', 'sql', 'ssis', 'tableau', 'powerpoint']"
10454,40 to 75,an hour,57.5,40.0,75.0,57.5,,119600.0,Tag Manager Implementation,Upwork,Anywhere,via Upwork,"['9 hours ago', '40 to 75 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",9 hours ago,Contractor,True,36:56.6,[]
10455,,,,,,,,,Compliance Data Analyst,The Judge Group,Anywhere,via LinkedIn,"['13 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",13 hours ago,Contractor,True,00:10.0,"['shell', 'sql', 'unix', 'pl/sql']"
10456,50 to 60,an hour,55.0,50.0,60.0,55.0,,114400.0,SAP Data Quality Analyst,Insight Global,Anywhere,via LinkedIn,"['13 hours ago', '50 to 60 an hour', 'Work from home', 'Full-time', 'No degree mentioned']",13 hours ago,Full-time,True,00:12.3,"['excel', 'sql', 'sap']"
10457,,,,,,,,,Create analysis of data in excel,Upwork,Anywhere,via Upwork,"['15 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",15 hours ago,Contractor,True,00:09.5,['excel']
10458,,,,,,,,,"BI Data Analyst (Compunnel's W2""NO C2C"")(7+ Years ONLY)",Compunnel Inc.,Anywhere,via LinkedIn,"['14 hours ago', 'Work from home', 'Contractor']",14 hours ago,Contractor,True,00:49.7,"['node.js', 'mongodb', 'docker', 'aurora', 'splunk', 'java', 'nosql', 'python', 'azure', 'aws']"
10459,,,,,,,,,Help with Hw,Upwork,Anywhere,via Upwork,"['22 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",22 hours ago,Contractor,True,00:11.0,[]
10460,,,,,,,,,Data & Analytics Intern,Sage Therapeutics,Anywhere,via LinkedIn,"['10 hours ago', 'Work from home', 'Full-time']",10 hours ago,Full-time,True,00:17.3,"['power_bi', 'sql', 'tableau', 'python']"
10461,,,,,,,,,Business Data Anlayst,Association of American Medical Colleges (AAMC),Anywhere,via LinkedIn,"['24 hours ago', 'Work from home', 'Full-time']",24 hours ago,Full-time,True,00:25.0,"['tableau', 'power_bi', 'pl/sql', 'aws']"
10462,,,,,,,,,Pharmacy Data Analyst,Lockton Companies,"Kansas City, MO",via ZipRecruiter,"['21 hours ago', 'Full-time']",21 hours ago,Full-time,,00:18.6,"['excel', 'word', 'sql', 'powerpoint']"
10463,,,,,,,,,Staff Data Analyst (Senior eDiscovery Manager),Walmart,"Bentonville, AR",via LinkedIn,"['20 hours ago', 'Full-time']",20 hours ago,Full-time,,00:18.5,"['nuix', 'tableau', 'spark', 'sql', 'power_bi', 'excel', 'r', 'python', 'scala']"
10464,,,,,,,,,Business Analyst III - Root Cause Analysis / Data Analysis,Centene Corporation,"Kansas City, KS",via LinkedIn,"['6 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",6 hours ago,Full-time,,00:18.0,['excel']
10465,,,,,,,,,"(SENIOR) DATA ANALYST (M/F/D) Wien, Austria Commercial",Philip Morris International,United States,via ZipRecruiter,"['19 hours ago', 'Full-time']",19 hours ago,Full-time,,00:23.4,"['jira', 'sap', 'tableau', 'snowflake', 'power_bi', 'sql', 'power_bi', 'aws']"
10466,,,,,,,,,GIS Data Analyst,GDH,"Lenexa, KS",via GDHinc Jobs,"['24 hours ago', 'Full-time']",24 hours ago,Full-time,,00:25.2,[]
10467,,,,,,,,,Help with Hw,Upwork,Anywhere,via Upwork,"['22 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",22 hours ago,Contractor,True,00:11.4,[]
10468,,,,,,,,,Data Enablement Analyst I- OnStar Insurance,GM Financial,Anywhere,via LinkedIn,"['17 hours ago', 'Work from home', 'Full-time', 'Health insurance']",17 hours ago,Full-time,True,00:16.6,"['azure', 'sql', 'aws']"
10469,,,,,,,,,Data Management Business Analyst,Cohere Health,Anywhere,via LinkedIn,"['16 hours ago', 'Work from home', 'Full-time']",16 hours ago,Full-time,True,36:54.7,[]
10470,,,,,,,,,Senior Data Analyst - Transportation Optimization,Walmart,"Bentonville, AR",via LinkedIn,"['20 hours ago', 'Full-time']",20 hours ago,Full-time,,00:21.7,"['tableau', 'spark', 'sql', 'power_bi', 'r', 'python', 'scala']"
10471,60K to 80K,a year,70000.0,60000.0,80000.0,,70000.0,70000.0,Data Integration Analyst (ETL/ SQL) - Fin-Tech,NYLON Search - Recruitment and Executive Search,United States,via LinkedIn,"['23 hours ago', '60K to 80K a year', 'Full-time']",23 hours ago,Full-time,,00:23.4,"['javascript', 'word', 'sql', 'ssis', 'python']"
10472,10 to 30,an hour,20.0,10.0,30.0,20.0,,41600.0,GTM Consultant,Upwork,Anywhere,via Upwork,"['17 hours ago', '10 to 30 an hour', 'Work from home', 'Contractor']",17 hours ago,Contractor,True,00:18.8,[]
10473,16 to 30,an hour,23.0,16.0,30.0,23.0,,47840.0,"GA4, GTM and UA set up",Upwork,Anywhere,via Upwork,"['12 hours ago', '16 to 30 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",12 hours ago,Contractor,True,00:25.0,[]
10474,40 to 75,an hour,57.5,40.0,75.0,57.5,,119600.0,Land Survey Expert Needed,Upwork,Anywhere,via Upwork,"['13 hours ago', '40 to 75 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",13 hours ago,Contractor,True,00:23.7,[]
10475,30 to 75,an hour,52.5,30.0,75.0,52.5,,109200.0,Stripe Sigma - Reporting Expert,Upwork,Anywhere,via Upwork,"['20 hours ago', '30 to 75 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",20 hours ago,Contractor,True,00:15.1,[]
10476,,,,,,,,,Data Scientist,Walmart,"Bentonville, AR",via LinkedIn,"['20 hours ago', 'Full-time', 'Health insurance', 'Paid time off']",20 hours ago,Full-time,,00:22.1,"['spark', 'tensorflow', 'nosql', 'sql', 'r', 'python', 'scala']"
10477,10 to 15,an hour,12.5,10.0,15.0,12.5,,26000.0,QGIS Real Estate Valuation Specialist,Upwork,Anywhere,via Upwork,"['9 hours ago', '10 to 15 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",9 hours ago,Contractor,True,00:30.8,[]
10478,15 to 45,an hour,30.0,15.0,45.0,30.0,,62400.0,Excel Expertise to enhance reporting capabilities - Contract to Hire,Upwork,Anywhere,via Upwork,"['10 hours ago', '15 to 45 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",10 hours ago,Contractor,True,00:32.7,['excel']
10479,40 to 75,an hour,57.5,40.0,75.0,57.5,,119600.0,Web Scraper and Database Creator,Upwork,Anywhere,via Upwork,"['10 hours ago', '40 to 75 an hour', 'Work from home', 'Contractor']",10 hours ago,Contractor,True,00:15.9,"['ruby', 'mysql', 'mongodb', 'python']"
10480,,,,,,,,,"(USA) Senior Manager II, Data Analytics",Walmart,"Springdale, AR",via ZipRecruiter,"['18 hours ago', 'Full-time', 'Health insurance', 'Paid time off']",18 hours ago,Full-time,,00:15.9,"['tableau', 'spark', 'bigquery', 'sql', 'power_bi', 'r', 'python', 'scala']"
10481,30 to 40,an hour,35.0,30.0,40.0,35.0,,72800.0,Searching for a Google Analytics 4 expert!,Upwork,Anywhere,via Upwork,"['11 hours ago', '30 to 40 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",11 hours ago,Contractor,True,00:09.4,[]
10482,,,,,,,,,Assessment Data & tracking spreadsheet,Upwork,Anywhere,via Upwork,"['20 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",20 hours ago,Contractor,True,00:14.6,[]
10483,10 to 45,an hour,27.5,10.0,45.0,27.5,,57200.0,Help with Data scientist,Upwork,Anywhere,via Upwork,"['11 hours ago', '10 to 45 an hour', 'Work from home', 'Contractor']",11 hours ago,Contractor,True,00:37.4,[]
10484,,,,,,,,,Analytics Specialist (GA4 Migration),Upwork,Anywhere,via Upwork,"['11 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",11 hours ago,Contractor,True,00:17.9,[]
10485,,,,,,,,,Data Scientist - Contract to Hire,Upwork,Anywhere,via Upwork,"['13 hours ago', 'Work from home', 'Contractor']",13 hours ago,Contractor,True,00:16.0,[]
10486,,,,,,,,,Excel Formula,Upwork,Anywhere,via Upwork,"['22 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",22 hours ago,Contractor,True,00:16.5,['excel']
10487,,,,,,,,,(USA) Merchandising Analyst,Walmart,"Bentonville, AR",via LinkedIn,"['20 hours ago', 'Full-time']",20 hours ago,Full-time,,00:19.6,[]
10488,,,,,,,,,Data encrypting  - Contract to Hire,Upwork,Anywhere,via Upwork,"['20 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",20 hours ago,Contractor,True,00:21.6,[]
10489,,,,,,,,,Statistics   - Contract to Hire,Upwork,Anywhere,via Upwork,"['19 hours ago', 'Work from home', 'Contractor']",19 hours ago,Contractor,True,00:12.5,[]
10490,,,,,,,,,Analytics Funnel Expert Analytics,Upwork,Anywhere,via Upwork,"['15 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",15 hours ago,Contractor,True,00:13.8,[]
10491,,,,,,,,,Data Science Academic guidance,Upwork,Anywhere,via Upwork,"['19 hours ago', 'Work from home', 'Contractor']",19 hours ago,Contractor,True,00:33.1,[]
10492,16 to 45,an hour,30.5,16.0,45.0,30.5,,63440.0,Looking for a Data Scientist for a short-term project.,Upwork,Anywhere,via Upwork,"['10 hours ago', '16 to 45 an hour', 'Work from home', 'Contractor']",10 hours ago,Contractor,True,00:13.8,"['excel', 'tableau']"
10493,30 to 40,an hour,35.0,30.0,40.0,35.0,,72800.0,Data Analyst,Apex Systems,Anywhere,via LinkedIn,"['9 hours ago', '30 to 40 an hour', 'Work from home', 'Contractor']",9 hours ago,Contractor,True,00:14.9,"['alteryx', 'excel', 'sql']"
10494,,,,,,,,,ESG Data Analyst,O'Reilly Auto Parts,"Springfield, MO",via LinkedIn,"['7 hours ago', 'Full-time', 'Health insurance']",7 hours ago,Full-time,,00:09.4,"['outlook', 'powerpoint', 'word', 'excel']"
10495,,,,,,,,,Data Analyst,SynapOne,United States,via LinkedIn,"['20 hours ago', 'Contractor', 'No degree mentioned']",20 hours ago,Contractor,,00:11.1,[]
